CASENUMBER,CASECLASSIFICATION,TYPEOFBUSINESS,TYPEOFCOMPLAINT,CONSTRUCTIONREFERRAL,CITATIONISSUED,OPENDATE,CLOSEDATE,OUTCOME,ADDRESS,COUNCILDISTRICT,PARCELID,LOCATION
2020 103014-CC,COVID-19,Residential/Apartment,Social Distancing,,,07/11/2020 12:00:00 AM,07/13/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1443 CORONADO HILLS DRIVE,4,0229190803,POINT (-97.68908637 30.32784677)
2020 060077-CC,COVID-19,Residential,Social Distancing,,,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,COVID-19/Education Provided,3499 S FM 620 ROAD,,0126670129,POINT (-97.95788639 30.32576576)
2020 128014-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,405 W SLAUGHTER LANE,5,0430111510,POINT (-97.79692542 30.1695194)
2020 091779-CC,COVID-19,Schools,Social Distancing,,,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,COVID-19/Education Provided,400 COOPER DRIVE,4,0241160401,POINT (-97.69588404 30.36059276)
2020 103013-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/11/2020 12:00:00 AM,07/13/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1801 E 51ST STREET,9,0219160613,POINT (-97.69866857 30.30178456)
2020 067104-CC,COVID-19,Parks,Social Distancing,,,04/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2008 ENFIELD ROAD,10,0113040103,POINT (-97.76445611 30.2871016)
2020 080176-CC,COVID-19,Other,Social Distancing,,,05/27/2020 12:00:00 AM,05/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4401 FREIDRICH LANE,2,0316010102,POINT (-97.74988389 30.20893801)
2020 190591-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,12/17/2020 12:00:00 AM,12/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,7601 N LAMAR BOULEVARD NB,4,0234110806,POINT (-97.71402423 30.344044)
2020 050815-CC,COVID-19,Other,Over Occupancy,,,03/26/2020 12:00:00 AM,03/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1030 NORWOOD PARK BOULEVARD,4,0233180411,POINT (-97.69116655 30.33915245)
2020 140407-CC,COVID-19,Other (Describe in Comments),Face Covering,,,09/12/2020 12:00:00 AM,09/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5811 GLENHOLLOW PATH,2,0417100206,POINT (-97.78142275 30.20411931)
2020 055003-CC,COVID-19,Other,Over Occupancy,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1717 W 6TH STREET,9,0109040126,POINT (-97.76514545 30.27580819)
2020 148815-CC,COVID-19,Residential,Eviction,,,09/28/2020 12:00:00 AM,10/01/2020 12:00:00 AM,COVID-19/Education Provided,5111 MAUFRAIS LANE,2,0319030107,POINT (-97.73630407 30.19889416)
2020 093244-CC,COVID-19,Bar,Face-Covering,,,06/23/2020 12:00:00 AM,06/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,9020 TUSCANY WAY,1,0233280301,POINT (-97.66137006 30.33730011)
2020 050510-CC,COVID-19,Other,Social Distancing,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3701 GUADALUPE STREET,9,0218030608,POINT (-97.7381604 30.30208587)
2020 109904-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,9301 W SH 71,8,0101500601,POINT (-97.90697691 30.2587044)
2020 081774-CC,COVID-19,Residential,Social Distancing,,,05/30/2020 12:00:00 AM,05/30/2020 12:00:00 AM,COVID-19/Education Provided,4807 BUCKSKIN PASS,5,0410111628,POINT (-97.79549077 30.22498211)
2020 102746-CC,COVID-19,Bar,Over Occupancy,,,07/10/2020 12:00:00 AM,07/10/2020 12:00:00 AM,Referred to Appropriate Agency,2020 E CESAR CHAVEZ STREET,3,0202081006,POINT (-97.72273252 30.25666684)
2020 191406-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,12/20/2020 12:00:00 AM,12/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2237 E RIVERSIDE DRIVE,3,0304070812,POINT (-97.72624294 30.23820894)
2020 051819-CC,COVID-19,Residential,Social Distancing,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,400 E 30TH STREET UNIT  100,9,0215050419,POINT (-97.73496488 30.29271671)
2020 190913-CC,COVID-19,Bar,Face-Covering,,,12/18/2020 12:00:00 AM,01/02/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,7601 N LAMAR BOULEVARD NB,4,0234110806,POINT (-97.71402423 30.344044)
2021 001455-CC,COVID-19,Schools,Face Covering Non-Compliance - Business,,,01/06/2021 12:00:00 AM,01/11/2021 12:00:00 AM,Closed/Duplicate Case,6215 MENCHACA ROAD,5,0415170127,POINT (-97.80366911 30.20973952)
2020 057936-CC,COVID-19,Parks,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3427 PARKER LANE,3,0311030301,POINT (-97.7418941 30.21993464)
2020 122648-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2113 W ANDERSON LANE,7,0237070247,POINT (-97.72882455 30.35480781)
2020 118131-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,08/08/2020 12:00:00 AM,08/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,111 E CESAR CHAVEZ STREET UNIT B,9,0205020301,POINT (-97.74405836 30.26309809)
2020 096631-CC,COVID-19,Other,Face-Covering,,,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,Closed due to Administrative Reasons,14326 HUNTERS BEND ROAD,,0302550505,POINT (-97.5829709 30.24480814)
2020 140412-CC,COVID-19,Residential/Apartment,Social Distancing,,,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1621 E 6TH STREET,3,0204081202,POINT (-97.72553711 30.26254582)
2020 192770-CC,COVID-19,Restaurant,Face Covering,,,12/23/2020 12:00:00 AM,12/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3600 PRESIDENTIAL BOULEVARD UNIT TUG,2,0315310601,POINT (-97.66688158 30.2020083)
2020 098976-CC,COVID-19,Business,Face Covering Non-Compliance - Business,,,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,115 E 6TH STREET,9,0206030618,POINT (-97.74212747 30.26767322)
2020 055927-CC,COVID-19,Other,Over Occupancy,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,COVID-19/Education Provided,2400 S CONGRESS AVENUE,3,0404020444,POINT (-97.7545906 30.23829081)
2020 072818-CC,COVID-19,Other,Social Distancing,,,05/11/2020 12:00:00 AM,05/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5508 W US 290 HIGHWAY WB,8,0406280702,POINT (-97.84144441 30.2376936)
2020 056249-CC,COVID-19,Other,Social Distancing,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1201 BARBARA JORDAN BOULEVARD,9,0221130406,POINT (-97.70916498 30.30635358)
2020 073933-CC,COVID-19,Restaurant,Over Occupancy,,,05/13/2020 12:00:00 AM,05/13/2020 12:00:00 AM,COVID-19/Education Provided,3306 OAK SPRINGS DRIVE,1,0209160427,POINT (-97.69707888 30.27399138)
2020 094487-CC,COVID-19,Restaurant,Face-Covering,,,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1910 GUADALUPE STREET,9,0212011708,POINT (-97.74243227 30.28265532)
2020 047788-CC,COVID-19,Other,Over Occupancy,,,03/20/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2103 E M FRANKLIN AVENUE,1,0213170601,POINT (-97.69702406 30.28642651)
2020 121756-CC,COVID-19,Residential/Apartment,Over Occupancy,,,08/15/2020 12:00:00 AM,08/15/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1201 TINNIN FORD ROAD,3,0302070206,POINT (-97.72429254 30.24363448)
2020 143875-CC,COVID-19,Residential/Apartment,Social Distancing,,,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11202 HIDDEN BLUFF DRIVE,1,0245260907,POINT (-97.66484683 30.37009118)
2020 067056-CC,COVID-19,Residential,Social Distancing,,,04/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2807 CAMERON LOOP UNIT  20,5,0422230118,POINT (-97.82820201 30.1926277)
2020 072515-CC,COVID-19,Construction,Face-Covering,Non-Referral,,05/11/2020 12:00:00 AM,05/11/2020 12:00:00 AM,COVID-19/Education Provided,1516 NASH HERNANDEZ SR ROAD,3,0200050108,POINT (-97.7321902 30.2512124)
2020 101541-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,COVID-19/Education Provided,603 WILLIAMS STREET,4,0231091206,POINT (-97.71886604 30.33415238)
2020 121096-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5101 N LAMAR BOULEVARD,9,0224070215,POINT (-97.73051132 30.31880142)
2020 049798-CC,COVID-19,Residential,Social Distancing,,,03/25/2020 12:00:00 AM,03/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,744 W WILLIAM CANNON DRIVE BLDG  1,2,0419120118,POINT (-97.78926015 30.19835663)
2021 001920-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/06/2021 12:00:00 AM,01/07/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,9020 TUSCANY WAY,1,0233280301,POINT (-97.66137006 30.33730011)
2020 191922-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,12/21/2020 12:00:00 AM,12/22/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,100 W NORTH LOOP BOULEVARD,9,0225091311,POINT (-97.72221626 30.31793139)
2021 000799-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/04/2021 12:00:00 AM,01/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2620 LAKE AUSTIN BOULEVARD,10,0111070502,POINT (-97.7756371 30.28209214)
2020 100060-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/07/2020 12:00:00 AM,07/07/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,8863 ANDERSON MILL ROAD,6,R454713,POINT (-97.77332639 30.45380599)
2020 054423-CC,COVID-19,Residential,Social Distancing,,,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,6725 CIRCLE S ROAD,2,0422070204,POINT (-97.7778612 30.19084387)
2020 152924-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,10/06/2020 12:00:00 AM,10/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11301 LAKELINE BOULEVARD BUNIT 100,6,R442331,POINT (-97.79937682 30.47942465)
2020 164549-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,10/27/2020 12:00:00 AM,10/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11901 JOLLYVILLE ROAD,10,0164031403,POINT (-97.75667781 30.42473689)
2020 190855-CC,COVID-19,Bar,Social Distancing,,,12/18/2020 12:00:00 AM,01/29/2021 12:00:00 AM,Closed due to Voluntary Compliance,77 RAINEY - LUCILLE,9,0203031007,POINT (-97.73847023 30.25876327)
2020 061310-CC,COVID-19,Other,Social Distancing,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,9020 TUSCANY WAY,1,0233280301,POINT (-97.66137006 30.33730011)
2021 009757-CC,COVID-19,Restaurant,Over Occupancy,,,01/23/2021 12:00:00 AM,01/24/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,604 W 6TH STREET,9,0107000705,POINT (-97.74872749 30.27005994)
2021 005418-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/14/2021 12:00:00 AM,01/14/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,507 PRESSLER STREET,9,0108032001,POINT (-97.76014448 30.27315832)
2020 164869-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,10/27/2020 12:00:00 AM,10/28/2020 12:00:00 AM,Closed due to Voluntary Compliance,607 W STASSNEY LANE,2,0414101101,POINT (-97.78105344 30.20773951)
2020 055820-CC,COVID-19,Parks,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,10807 BONAPARTE BEND,6,0168150707,POINT (-97.80316809 30.43451788)
2020 102344-CC,COVID-19,Bar,Over Occupancy,,,07/10/2020 12:00:00 AM,07/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,306 BARTON SPRINGS ROAD,9,0203000215,POINT (-97.74808883 30.25897422)
2020 058068-CC,COVID-19,Residential,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,12300 RIATA TRACE PARKWAY,6,0166010405,POINT (-97.74511468 30.43105557)
2020 158659-CC,COVID-19,Construction,Face-Covering,DSD Referral,,10/15/2020 12:00:00 AM,10/15/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,9000 DECKER LANE,,0226410437,POINT (-97.61295227 30.31548908)
2020 156067-CC,COVID-19,Construction,Face-Covering,DSD Referral,,10/12/2020 12:00:00 AM,10/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11603 JOLLYVILLE ROAD,10,0162010912,POINT (-97.74925186 30.4172634)
2020 140522-CC,COVID-19,Restaurant,Social Distancing,,,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11500 ROCK ROSE AVENUE,7,0256081109,POINT (-97.72289583 30.40121027)
2020 050499-CC,COVID-19,Other,Over Occupancy,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2438 W ANDERSON LANE,7,0239061601,POINT (-97.73131718 30.35709858)
2020 163296-CC,COVID-19,Residential/Apartment,Social Distancing,,,10/24/2020 12:00:00 AM,10/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5900 CEDARDALE DRIVE,2,0417100207,POINT (-97.78100641 30.203968)
2020 062574-CC,COVID-19,Parks,Social Distancing,,,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,COVID-19/Education Provided,6700 BLUE BLUFF ROAD,1,0218410101,POINT (-97.60844205 30.28306655)
2020 059812-CC,COVID-19,Residential,Social Distancing,,,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,2106 CIMARRON TRAIL,5,0410111402,POINT (-97.79234155 30.2284263)
2020 171055-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,11/09/2020 12:00:00 AM,11/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3901 SPEEDWAY,9,0219060615,POINT (-97.73181031 30.30216342)
2020 178472-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,11/19/2020 12:00:00 AM,11/20/2020 12:00:00 AM,Closed/Duplicate Case,2600 LAKE AUSTIN BOULEVARD,10,0110061505,POINT (-97.77367143 30.28007618)
2020 079043-CC,COVID-19,Other,Social Distancing,,,05/25/2020 12:00:00 AM,05/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,700 W 6TH STREET,9,0107000605,POINT (-97.74968962 30.27020611)
2020 116059-CC,COVID-19,Residential,Eviction,,,08/04/2020 12:00:00 AM,08/05/2020 12:00:00 AM,Closed/Duplicate Case,8001 GESSNER DRIVE UNIT 105,4,0234150128,POINT (-97.70238717 30.34345269)
2020 077438-CC,COVID-19,Residential,Eviction,,,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,COVID-19/Education Provided,11803 TEDFORD STREET,7,0252200501,POINT (-97.68183456 30.38648373)
2020 125464-CC,COVID-19,Restaurant,Social Distancing,,,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1104 E 11TH STREET,1,0208061810,POINT (-97.72859043 30.26920387)
2020 074016-CC,COVID-19,Construction,Social Distancing,Non-Referral,,05/13/2020 12:00:00 AM,05/13/2020 12:00:00 AM,COVID-19/Education Provided,20 N IH 35 SVRD SB,9,0201040420,POINT (-97.73714402 30.25370117)
2021 005883-CC,COVID-19,School,Social Distancing,,,01/14/2021 12:00:00 AM,01/15/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2512 S 1ST STREET,3,0404040719,POINT (-97.76163508 30.24048665)
2020 106070-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/16/2020 12:00:00 AM,07/16/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11600 MENCHACA ROAD,5,0438230704,POINT (-97.83393989 30.15192588)
2020 166857-CC,COVID-19,Residential/Apartment,Over Occupancy,,,10/31/2020 12:00:00 AM,11/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1904 GEORGIA LANDING COVE,8,0109250148,POINT (-97.8360427 30.2776495)
2020 058476-CC,COVID-19,Parks,Social Distancing,,,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,8100 KIRKHAM DRIVE,8,0406440139,POINT (-97.89188096 30.23730672)
2020 092681-CC,COVID-19,Residential,Social Distancing,,,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1500 FARO DRIVE UNIT  2511,3,0307110408,POINT (-97.71398587 30.234337)
2020 169389-CC,COVID-19,Residential/Apartment,Face Covering Non-Compliance - Business,,,11/05/2020 12:00:00 AM,11/05/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5001 CONVICT HILL ROAD,8,0414300624,POINT (-97.85321203 30.21714698)
2020 051553-CC,COVID-19,Churches,Social Distancing,,,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4430 MENCHACA ROAD,5,0410111501,POINT (-97.78947056 30.2288076)
2020 128001-CC,COVID-19,Residential/Apartment,Face Covering Non-Compliance - Business,,,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,8600 N LAMAR BOULEVARD,4,0238150805,POINT (-97.70433539 30.35465232)
2020 107020-CC,COVID-19,Residential/Apartment,Social Distancing,,,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,Referred to Appropriate Agency,804 BAYLOR STREET,9,0109010415,POINT (-97.75432611 30.27395445)
2021 014212-CC,COVID-19,Bar,Face-Covering,,,01/30/2021 12:00:00 AM,01/30/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,217 W 4TH STREET,9,0206011603,POINT (-97.74567468 30.26653841)
2020 108790-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2943 W ANDERSON LANE,7,0240030604,POINT (-97.73906802 30.35944786)
2021 014143-CC,COVID-19,Bar,Face-Covering,,,01/30/2021 12:00:00 AM,01/30/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,92 RAINEY STREET,9,0203030708,POINT (-97.73843524 30.26053653)
2020 187923-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,12/12/2020 12:00:00 AM,12/13/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,9515 N LAMAR BOULEVARD,4,0243170315,POINT (-97.69460608 30.36442773)
2020 048388-CC,COVID-19,Other,Over Occupancy,,,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,9000 N IH 35 SVRD SB,4,0238180205,POINT (-97.69147506 30.35450757)
2020 140144-CC,COVID-19,Residential/Apartment,Over Occupancy,,,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,Closed/Duplicate Case,2414 PEARL STREET,9,0214010707,POINT (-97.74695356 30.28908397)
2020 069534-CC,COVID-19,Residential,Eviction,,,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,COVID-19/Education Provided,3171 E SH 71 SVRD WB,2,0318360105,POINT (-97.63988093 30.2038816)
2020 139636-CC,COVID-19,Residential/Apartment,Social Distancing,,,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2501 PEARL STREET,9,0214010224,POINT (-97.74623026 30.28958369)
2020 058799-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,200 W 6TH STREET,9,0206011901,POINT (-97.74435239 30.26873045)
2020 127962-CC,COVID-19,Other (Describe in Comments),Face Covering,,,08/26/2020 12:00:00 AM,08/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,620 W 24TH STREET,9,0214011304,POINT (-97.74440842 30.28806731)
2020 061649-CC,COVID-19,Residential,Social Distancing,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,8000 DECKER LANE,,0221430302,POINT (-97.6192285 30.30550328)
2020 061479-CC,COVID-19,Restaurant,Social Distancing,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,104 E 31ST STREET,9,0216040706,POINT (-97.7365477 30.295192)
2020 159607-CC,COVID-19,Restaurant,Over Occupancy,,,10/18/2020 12:00:00 AM,10/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,9207 N LAMAR BOULEVARD,4,0241160402,POINT (-97.69742989 30.36122935)
2020 175057-CC,COVID-19,Residential,Eviction,,,11/17/2020 12:00:00 AM,11/18/2020 12:00:00 AM,Closed/Duplicate Case,8601 ANDERSON MILL ROAD BUNIT 718,6,R391726,POINT (-97.76805497 30.45545054)
2020 054256-CC,COVID-19,Residential,Social Distancing,,,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,400 E 30TH STREET,9,0215050419,POINT (-97.73496488 30.29271671)
2020 059569-CC,COVID-19,Parks,Social Distancing,,,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,1009 EDGECLIFF TERRACE,9,0301040403,POINT (-97.73791589 30.24989046)
2020 078837-CC,COVID-19,Other,Other,,,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11100 ALTERRA PARKWAY,7,0254080406,POINT (-97.72188215 30.3966631)
2020 060860-CC,COVID-19,Construction,Face-Covering,DSD Referral,,04/16/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,6825 BURNET ROAD,7,0234030420,POINT (-97.73734416 30.34444946)
2020 052026-CC,COVID-19,Other,Over Occupancy,,,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4209 AIRPORT BOULEVARD,9,0217130104,POINT (-97.70773555 30.29678122)
2020 058177-CC,COVID-19,Parks,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,121 SHERATON AVENUE,3,0412050405,POINT (-97.76779099 30.21442271)
2020 061912-CC,COVID-19,Residential,Social Distancing,,,04/19/2020 12:00:00 AM,04/19/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11476 BRISTLE OAK TRAIL,6,0174210501,POINT (-97.82010398 30.45207458)
2020 055853-CC,COVID-19,Residential,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,8926 N LAMAR BOULEVARD,4,0239160102,POINT (-97.69971991 30.35875705)
2020 142427-CC,COVID-19,Construction Site,Face Covering,,,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1308 NAVASOTA STREET,1,0209060821,POINT (-97.72830677 30.27416797)
2020 155043-CC,COVID-19,Schools,Face Covering Non-Compliance - Business,,,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3005 S LAMAR BOULEVARD BUNIT 104,5,0403100134,POINT (-97.78373455 30.24133938)
2020 114519-CC,COVID-19,Residential/Apartment,Social Distancing,,,08/02/2020 12:00:00 AM,08/02/2020 12:00:00 AM,Referred to Appropriate Agency,11712 REINDEER DRIVE,1,0237460702,POINT (-97.60717175 30.35169542)
2020 166402-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,10/30/2020 12:00:00 AM,10/30/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,8100 BURNET ROAD,7,0239060107,POINT (-97.73096578 30.35998895)
2020 060777-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2818 NUECES STREET,9,0215020680,POINT (-97.74297012 30.29471323)
2020 157145-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,10/13/2020 12:00:00 AM,10/14/2020 12:00:00 AM,Referred to Appropriate Agency,6920 MENCHACA ROAD,5,0416180511,POINT (-97.80824885 30.20246739)
2020 163012-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,10/23/2020 12:00:00 AM,10/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3609 W WILLIAM CANNON DRIVE,8,0414230306,POINT (-97.83253996 30.214498)
2020 166104-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,10/29/2020 12:00:00 AM,10/30/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,5309 NUCKOLS CROSSING ROAD,2,0322031436,POINT (-97.7390416 30.19239308)
2020 166794-CC,COVID-19,Residential/Apartment,Over Occupancy,,,10/30/2020 12:00:00 AM,10/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1805 E 13TH STREET,1,0208090303,POINT (-97.72058405 30.27450856)
2020 068454-CC,COVID-19,Other,Social Distancing,,,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,COVID-19/Education Provided,9020 TUSCANY WAY,1,0233280301,POINT (-97.66137006 30.33730011)
2020 107827-CC,COVID-19,Residential/Apartment,Face Covering Non-Compliance - Business,,,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1106 REINLI STREET,4,0224140116,POINT (-97.70240917 30.31722664)
2020 173845-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,11/16/2020 12:00:00 AM,11/16/2020 12:00:00 AM,Closed/Duplicate Case,907 W 5TH STREET,9,0107001224,POINT (-97.75391634 30.2697822)
